 (8.457539581533743558e+02+0.000000000000000000e+00j), (-1.031066944427890803e+03+0.000000000000000000e+00j), (5.208785018311464228e+02+0.000000000000000000e+00j), (3.399834171760267054e+02+0.000000000000000000e+00j), (1.410339272141262654e+03+0.000000000000000000e+00j), (-1.075403072291685248e+03+0.000000000000000000e+00j), (5.304498480399126947e+02+0.000000000000000000e+00j), (-2.247462862955667049e+02+0.000000000000000000e+00j), (3.523099239280853112e+02+0.000000000000000000e+00j), (-2.633665277477090285e+02+0.000000000000000000e+00j), (3.318548962954745889e+02+0.000000000000000000e+00j), (6.682285345868181992e+01+0.000000000000000000e+00j), (2.547086420712689687e+02+0.000000000000000000e+00j), (3.584073311464810558e+02+0.000000000000000000e+00j), (-1.947783006994367270e+02+0.000000000000000000e+00j), (3.956024125911796574e+01+0.000000000000000000e+00j), (2.852017846409555091e+02+0.000000000000000000e+00j), (7.532324104661455522e+01+0.000000000000000000e+00j), (1.283405434713314435e+02+0.000000000000000000e+00j), (1.050297023477131830e+02+0.000000000000000000e+00j)
 (-2.632648456011867779e+02+0.000000000000000000e+00j), (3.158162913902304467e+02+0.000000000000000000e+00j), (9.388086109167757058e+02+0.000000000000000000e+00j), (1.500868056939268172e+03+0.000000000000000000e+00j), (2.264411287099883339e+03+0.000000000000000000e+00j), (4.926033115234914703e+02+0.000000000000000000e+00j), (-5.440485361155913324e+02+0.000000000000000000e+00j), (-6.165271901355504269e+02+0.000000000000000000e+00j), (3.318429292681938136e+02+0.000000000000000000e+00j), (-1.670102718904266510e+02+0.000000000000000000e+00j), (2.551389205657780934e+01+0.000000000000000000e+00j), (-4.258970626335463407e+02+0.000000000000000000e+00j), (-2.504032988269145790e+02+0.000000000000000000e+00j), (4.522328353867519581e+02+0.000000000000000000e+00j), (-3.651491868201183024e+02+0.000000000000000000e+00j), (3.908532737456027348e+02+0.000000000000000000e+00j), (1.906676622164716264e+02+0.000000000000000000e+00j), (9.441086789497799145e+02+0.000000000000000000e+00j), (-4.885952950699020221e+02+0.000000000000000000e+00j), (-1.431399477006640097e+02+0.000000000000000000e+00j)
 (9.543368786921142828e+02+0.000000000000000000e+00j), (-2.063170608149977170e+02+0.000000000000000000e+00j), (2.422799627839660388e+03+0.000000000000000000e+00j), (6.170955092579088159e+02+0.000000000000000000e+00j), (2.640085952854995526e+02+0.000000000000000000e+00j), (-1.153668832616375312e+03+0.000000000000000000e+00j), (3.601475697007857661e+02+0.000000000000000000e+00j), (-1.264516013892102137e+03+0.000000000000000000e+00j), (1.837599502393154580e+02+0.000000000000000000e+00j), (3.802351138953573439e+01+0.000000000000000000e+00j), (-2.232741158693374928e+02+0.000000000000000000e+00j), (1.606098431532694519e+02+0.000000000000000000e+00j), (9.445361320273633510e+01+0.000000000000000000e+00j), (-2.387384085763164876e+01+0.000000000000000000e+00j), (-2.805914406658780536e+02+0.000000000000000000e+00j), (5.061066349811219425e+02+0.000000000000000000e+00j), (2.844946411029888509e+02+0.000000000000000000e+00j), (4.415870723255685562e+02+0.000000000000000000e+00j), (-1.384419767093262692e+02+0.000000000000000000e+00j), (-1.471964307920773649e+02+0.000000000000000000e+00j)
 (-1.451562769298749913e+02+0.000000000000000000e+00j), (1.163105152214082864e+03+0.000000000000000000e+00j), (-3.255690315844758516e+02+0.000000000000000000e+00j), (1.145193542618291985e+03+0.000000000000000000e+00j), (1.378625146790810277e+03+0.000000000000000000e+00j), (7.318431135921997566e+02+0.000000000000000000e+00j), (5.939881985371278006e+02+0.000000000000000000e+00j), (-1.018972376091402793e+03+0.000000000000000000e+00j), (-4.293022271622160133e+02+0.000000000000000000e+00j), (-3.757995349463209891e+02+0.000000000000000000e+00j), (5.616980773172341515e+02+0.000000000000000000e+00j), (-6.058125267847859732e+02+0.000000000000000000e+00j), (-5.635237949746360755e+02+0.000000000000000000e+00j), (-1.365269291237266032e+02+0.000000000000000000e+00j), (3.388428883969708636e+02+0.000000000000000000e+00j), (4.098055281867990374e+01+0.000000000000000000e+00j), (7.696958591470457804e+02+0.000000000000000000e+00j), (4.197181347489544123e+01+0.000000000000000000e+00j), (7.763620075769257483e+02+0.000000000000000000e+00j), (-6.170698361019614140e+02+0.000000000000000000e+00j)
 (-2.047770406717270930e+02+0.000000000000000000e+00j), (-1.915492143573614214e+02+0.000000000000000000e+00j), (6.886516664382132831e+02+0.000000000000000000e+00j), (4.528911038814013779e+01+0.000000000000000000e+00j), (6.698553609429259268e+02+0.000000000000000000e+00j), (-2.456751177997779791e+02+0.000000000000000000e+00j), (3.751610669177696877e+01+0.000000000000000000e+00j), (-3.171089336842997568e+02+0.000000000000000000e+00j), (-9.823931526724667265e+02+0.000000000000000000e+00j), (2.573268888765240945e+02+0.000000000000000000e+00j), (-3.927832403201583702e+02+0.000000000000000000e+00j), (-7.196852956138422996e+01+0.000000000000000000e+00j), (7.931456283424282674e+02+0.000000000000000000e+00j), (-6.122817237936641277e+02+0.000000000000000000e+00j), (-1.571249569752475850e+02+0.000000000000000000e+00j), (6.093175299937421414e+02+0.000000000000000000e+00j), (3.275310106060773023e+02+0.000000000000000000e+00j), (-1.208316017621938698e+01+0.000000000000000000e+00j), (2.635941686849338907e+02+0.000000000000000000e+00j), (-1.309167043426649855e+02+0.000000000000000000e+00j)
 (-1.404555226158523169e+02+0.000000000000000000e+00j), (2.020716520434380357e+02+0.000000000000000000e+00j), (8.565642010754215789e+02+0.000000000000000000e+00j), (2.446940103057034776e+03+0.000000000000000000e+00j), (2.735824988736148043e+03+0.000000000000000000e+00j), (8.893014108909815150e+02+0.000000000000000000e+00j), (5.282726364171968498e+02+0.000000000000000000e+00j), (-1.426127035726231270e+03+0.000000000000000000e+00j), (-1.739666328659646524e+03+0.000000000000000000e+00j), (1.108141052779159281e+02+0.000000000000000000e+00j), (-2.495510126340791714e+02+0.000000000000000000e+00j), (-4.077387580892795427e+02+0.000000000000000000e+00j), (-2.705665764161274183e+02+0.000000000000000000e+00j), (-1.213196979820753540e+01+0.000000000000000000e+00j), (1.743772700490345642e+02+0.000000000000000000e+00j), (-7.008379483257535014e+01+0.000000000000000000e+00j), (-1.086152071451631855e+03+0.000000000000000000e+00j), (-5.123020707557423066e+02+0.000000000000000000e+00j), (-5.370318333424440880e+02+0.000000000000000000e+00j), (3.303886849162591943e+02+0.000000000000000000e+00j)
 (1.187670372181273933e+03+0.000000000000000000e+00j), (4.057110507643668029e+02+0.000000000000000000e+00j), (1.205038691579653459e+03+0.000000000000000000e+00j), (5.053144787021853404e+02+0.000000000000000000e+00j), (9.295778373818843647e+02+0.000000000000000000e+00j), (-1.160406058594648812e+03+0.000000000000000000e+00j), (6.973145548328977839e+02+0.000000000000000000e+00j), (-7.350242935814184193e+02+0.000000000000000000e+00j), (2.025559540393581983e+02+0.000000000000000000e+00j), (2.275078043884352610e+02+0.000000000000000000e+00j), (7.033963005025930215e+01+0.000000000000000000e+00j), (4.047516257550875025e+02+0.000000000000000000e+00j), (5.103435679707041004e+02+0.000000000000000000e+00j), (3.746251003094350267e+02+0.000000000000000000e+00j), (-2.762166389879031385e+02+0.000000000000000000e+00j), (1.053223576997603175e+02+0.000000000000000000e+00j), (3.940560173179823096e+02+0.000000000000000000e+00j), (3.159505017644984832e+02+0.000000000000000000e+00j), (-2.954642684192446609e+02+0.000000000000000000e+00j), (6.078942719982012477e+01+0.000000000000000000e+00j)
 (-2.338859311116143544e+03+0.000000000000000000e+00j), (1.112626529446908762e+03+0.000000000000000000e+00j), (-1.598145782263108572e+02+0.000000000000000000e+00j), (-1.313443217004338237e+01+0.000000000000000000e+00j), (1.684556654336849988e+03+0.000000000000000000e+00j), (-2.141234280498827900e+02+0.000000000000000000e+00j), (5.019267092779360837e+02+0.000000000000000000e+00j), (2.355781625150769685e+02+0.000000000000000000e+00j), (5.366592803346034088e+02+0.000000000000000000e+00j), (5.067765154875842200e+02+0.000000000000000000e+00j), (3.325425646167863647e+02+0.000000000000000000e+00j), (1.825623121537006739e+02+0.000000000000000000e+00j), (4.958346752691239772e+02+0.000000000000000000e+00j), (6.264550955903376916e+02+0.000000000000000000e+00j), (2.207852939931176195e+01+0.000000000000000000e+00j), (-2.966892710021961079e+02+0.000000000000000000e+00j), (4.844351208341468578e+02+0.000000000000000000e+00j), (-4.464371412836572972e+01+0.000000000000000000e+00j), (3.389864799089366443e+00+0.000000000000000000e+00j), (2.466659724167917034e+01+0.000000000000000000e+00j)
 (9.641218577607849056e+02+0.000000000000000000e+00j), (2.673408230796470519e+01+0.000000000000000000e+00j), (-4.162692857275152960e+02+0.000000000000000000e+00j), (-5.742645386699907704e+02+0.000000000000000000e+00j), (-1.132918012891784088e+01+0.000000000000000000e+00j), (-2.254201593953999350e+02+0.000000000000000000e+00j), (1.458038837937926075e+02+0.000000000000000000e+00j), (7.310408027620650273e+01+0.000000000000000000e+00j), (1.198036028190941948e+02+0.000000000000000000e+00j), (7.992449607458280525e+02+0.000000000000000000e+00j), (-2.953381580041128700e+02+0.000000000000000000e+00j), (-2.618774292428378772e+02+0.000000000000000000e+00j), (-1.499231693215047869e+02+0.000000000000000000e+00j), (1.962052320474395231e+02+0.000000000000000000e+00j), (-4.969676167767999573e+02+0.000000000000000000e+00j), (-1.704958827852401271e+02+0.000000000000000000e+00j), (-6.880633150063755465e+02+0.000000000000000000e+00j), (4.067721390182383061e+02+0.000000000000000000e+00j), (5.339548914624311919e+02+0.000000000000000000e+00j), (2.442014725938700792e+02+0.000000000000000000e+00j)
 (-1.515676124889139601e+03+0.000000000000000000e+00j), (5.705666841284870543e+02+0.000000000000000000e+00j), (1.556772647933843245e+03+0.000000000000000000e+00j), (-5.954066286901085050e+02+0.000000000000000000e+00j), (2.077406946400680283e+02+0.000000000000000000e+00j), (6.534949693978555274e+01+0.000000000000000000e+00j), (3.563645896697325384e+02+0.000000000000000000e+00j), (2.528968726277691985e+02+0.000000000000000000e+00j), (-6.903221040423763100e+01+0.000000000000000000e+00j), (-2.860621591825628798e+02+0.000000000000000000e+00j), (6.866398747815591719e+01+0.000000000000000000e+00j), (-1.308805691820341508e+02+0.000000000000000000e+00j), (6.821626231488427550e+01+0.000000000000000000e+00j), (2.075203525492629808e+02+0.000000000000000000e+00j), (-4.495765455093326750e+02+0.000000000000000000e+00j), (-1.978361079698729270e+02+0.000000000000000000e+00j), (-1.573262152965551763e+02+0.000000000000000000e+00j), (-1.799755166467300569e+02+0.000000000000000000e+00j), (1.166120756486302241e+02+0.000000000000000000e+00j), (2.086770443178083951e+02+0.000000000000000000e+00j)
