-8.457539639760407226e+02,1.031066946014448831e+03,5.208784972957379296e+02,-3.399831017588963391e+02,1.410339466650190843e+03,-1.075408554633457470e+03,5.304149156972442825e+02,2.247113108457111252e+02,-3.522896919020452060e+02,-2.633944967438866342e+02,-3.317442657334576666e+02,6.650085911906229796e+01,-2.544846131023489590e+02,3.592516050193953561e+02,-1.942527281588947119e+02,4.115162586101858722e+01,-2.855651357273674193e+02,7.172528431532268200e+01,-1.326861616604176390e+02,8.910568651568661380e+01
2.632648305320959707e+02,-3.158162891935199923e+02,9.388086378189295829e+02,-1.500868362940616180e+03,2.264418197114812756e+03,4.926011453745363724e+02,-5.441396477380885699e+02,6.165719214853851327e+02,-3.318090888126902769e+02,-1.667246947349360084e+02,-2.425535363761147778e+01,-4.236906997387575871e+02,2.532723419326209466e+02,4.513477805410790324e+02,-3.625269638199374640e+02,3.884223797994657161e+02,-1.873006321932061837e+02,9.648367436480975812e+02,4.543047257961805485e+02,-1.029241067880611098e+02
-9.543368752967849105e+02,2.063170597798426797e+02,2.422799624418755229e+03,-6.170954481066552262e+02,2.640080298382932256e+02,-1.153666389911351189e+03,3.601768054365326179e+02,1.264520967636081423e+03,-1.837798028287796228e+02,3.798205996118414873e+01,2.232066070025479974e+02,1.605087886707911764e+02,-9.453056330258945650e+01,-2.383830774139283903e+01,-2.814649365315838736e+02,5.059717239345837925e+02,-2.859539029813208231e+02,4.467443957193952428e+02,1.311203683210427471e+02,-1.326362904034415635e+02
1.451562837159679873e+02,-1.163105141930599757e+03,-3.255690670174520278e+02,-1.145194775358304469e+03,1.378622558996971293e+03,7.318451675839412474e+02,5.939784699321556900e+02,1.018952841985872169e+03,4.294156792706132251e+02,-3.757693481617449720e+02,-5.622514995730325609e+02,-6.052990131872883239e+02,5.638279307738196167e+02,-1.356381763796965174e+02,3.396313762452634819e+02,4.501084412353123554e+01,-7.590769996168914986e+02,3.711807143768052697e+01,-7.781502805686178590e+02,-6.008016127132780184e+02
2.047770512559674785e+02,1.915492106264650829e+02,6.886516750948637764e+02,-4.528916814418780490e+01,6.698521569340563246e+02,-2.456775251438468501e+02,3.754777240094182389e+01,3.170794281237668315e+02,9.824168380835651533e+02,2.573723722653900268e+02,3.922848933740227722e+02,-7.259083923679366990e+01,-7.948118771959257174e+02,-6.121039855015396824e+02,-1.574284037786981401e+02,6.088904736428582964e+02,-3.330761363679625333e+02,-2.935730256946948202e+01,-2.410332954091021520e+02,-1.461184346497528281e+02
1.404555219787033593e+02,-2.020716587018399935e+02,8.565642324760472093e+02,-2.446939405363329570e+03,2.735824267637316098e+03,8.893002720746494560e+02,5.283163335914393883e+02,1.426146477770065530e+03,1.739540158188296346e+03,1.108339801126926147e+02,2.490788885942894808e+02,-4.087224636015453143e+02,2.695742824543066263e+02,-1.284145106059435193e+01,1.726641474484584364e+02,-7.105450953233301448e+01,1.081831128830014450e+03,-5.065284465030921979e+02,5.571161026512296530e+02,3.203368769799755000e+02
-1.187670378283416994e+03,-4.057110492856218684e+02,1.205038744466786966e+03,-5.053155847826135982e+02,9.295782158660801997e+02,-1.160397249090229707e+03,6.972750582248102091e+02,7.350748929910982952e+02,-2.026000299427185496e+02,2.277090510328713719e+02,-7.097617276889185689e+01,4.060398422015809388e+02,-5.088619676428638172e+02,3.747529621374978888e+02,-2.737770403793136893e+02,1.054581933991174481e+02,-3.847888282820478594e+02,3.244830301097529741e+02,2.892081693904223130e+02,7.183928332857522037e+01
2.338859306300482331e+03,-1.112626531862824777e+03,-1.598146156141129666e+02,1.313490868712077031e+01,1.684555415003831286e+03,-2.141466648932843952e+02,5.019023090923855648e+02,-2.356704755261841342e+02,-5.366045472852908915e+02,5.065659351577440361e+02,-3.317023261299829073e+02,1.820146659844444912e+02,-4.975685800878423493e+02,6.268609307976109903e+02,2.232065239866044237e+01,-2.973028954610306869e+02,-4.897393934166825602e+02,-5.965831033515019044e+01,-1.668130174604783633e+00,-2.922194468917027166e+01
-9.641218527279696673e+02,-2.673408296652213423e+01,-4.162693132024320448e+02,5.742649336512995433e+02,-1.132958544018936209e+01,-2.254175384682560548e+02,1.458343670688898897e+02,-7.310495725891237839e+01,-1.197877437474321596e+02,7.991297947157941053e+02,2.953724283626052625e+02,-2.624293937791935036e+02,1.493617017942675034e+02,1.959610410617387402e+02,-4.980670721589696655e+02,-1.705458540937652572e+02,6.823843847984121567e+02,4.010514542034744068e+02,-5.443239018605087267e+02,2.599393148463903458e+02
1.515676128138125478e+03,-5.705666856067670096e+02,1.556772595528537522e+03,5.954073009785843169e+02,2.077413801167360816e+02,6.534497988361299292e+01,3.563817148522565503e+02,-2.529148363339114098e+02,6.908727182185144500e+01,-2.862589169862610561e+02,-6.788308038652618848e+01,-1.312467574050530459e+02,-6.909779022010860672e+01,2.068463403678729833e+02,-4.506435674763363295e+02,-1.988013336262627035e+02,1.502181079638756955e+02,-1.917110283088438791e+02,-1.166800140435777848e+02,1.936214395383835267e+02
